label,ss
biological system reconstruction evidence by experimental evidence,[http://purl.obolibrary.org/obo/ECO_0005551]
RNA protection assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000288]
3C-qPCR evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007133]
resonant mirror biosensor evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007471]
galactokinase reporter gene assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006242]
photoconversion evidence,[http://purl.obolibrary.org/obo/ECO_0007017]
amplification of intermethylated sites evidence,[http://purl.obolibrary.org/obo/ECO_0000086]
electrophysiology assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006006]
in vivo protein kinase assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001218]
immunofluorescence wide-field microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006061]
co-localization evidence,[http://purl.obolibrary.org/obo/ECO_0001026]
cytochalasin experiment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007245]
plaque assay evidence,[http://purl.obolibrary.org/obo/ECO_0007039]
inference of sequence features from visual inspection,[http://purl.obolibrary.org/obo/ECO_0007850]
Nimblegen array evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000277]
zone of inhibition evidence,[http://purl.obolibrary.org/obo/ECO_0007083]
protein sequencing assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007453]
MTS assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007437]
Etest evidence,[http://purl.obolibrary.org/obo/ECO_0007085]
tissue microarray evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001267]
nuclear fragmentation evidence,[http://purl.obolibrary.org/obo/ECO_0001104]
cell growth assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007699]
immunogold labelling evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007485]
transgenic rescue experiment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007579]
small molecule detection assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007820]
partial support of intron positions by RNA-sequencing alignment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000350]
expression pattern evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000270]
tumble frequency assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007291]
fluorescence quantification assay evidence,[http://purl.obolibrary.org/obo/ECO_0007847]
green fluorescent protein immunolocalization evidence,[http://purl.obolibrary.org/obo/ECO_0000300]
chromatography evidence,[http://purl.obolibrary.org/obo/ECO_0000325]
co-sedimentation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007364]
missense mutation pohenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007160]
terminal deoxynucleotidyl transferase dUTP nick end labeling assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001264]
copper-phenanthroline footprinting evidence,[http://purl.obolibrary.org/obo/ECO_0001815]
chromatin immunoprecipitation-qPCR evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007129]
protein hydrogen-deuterium exchange mass spectrometry evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006237]
disk diffusion test evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007779]
developmental similarity evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007201]
in-gel protein kinase assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007169]
quantitative trait analysis evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007095]
immunoprecipitation evidence,[http://purl.obolibrary.org/obo/ECO_0000085]
tissue ablation phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007241]
Hi-C evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007134]
viscosity measurement evidence,[http://purl.obolibrary.org/obo/ECO_0006272]
RNA sequencing assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005664]
spectrometry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007731]
immunofluorescence super resolution microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007566]
immunofluorescence evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007497]
surface plasmon resonance evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007469]
electrophoretic mobility shift assay evidence,[http://purl.obolibrary.org/obo/ECO_0000096]
nuclear fragmentation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007442]
cell population optical density evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0001846]
5C evidence,[http://purl.obolibrary.org/obo/ECO_0000235]
qualitative western immunoblotting evidence,[http://purl.obolibrary.org/obo/ECO_0000112]
fluorescence anisotropy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007508]
author statement used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007319]
thin layer chromatography evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007214]
interferometric reflectance imaging sensor evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005646]
high throughput mutant phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007587]
coding sequence splice pattern evidence,[http://purl.obolibrary.org/obo/ECO_0000328]
microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001232]
super-resolution microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006004]
whole-cell patch-clamp recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007538]
support of intron positions by RNA-sequencing alignment evidence,[http://purl.obolibrary.org/obo/ECO_0000342]
tissue grafting phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0000243]
suppressor/enhancer interaction phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007581]
urine test evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001263]
biological aspect of descendant evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007329]
compositional similarity evidence,[http://purl.obolibrary.org/obo/ECO_0000063]
demethylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007795]
systematic evolution of ligands by exponential amplification evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006088]
restriction fragment detection evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007457]
biological system reconstruction evidence by experimental evidence from single species used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005542]
self-reported patient statement evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006159]
comet assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007366]
over expression analysis evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007562]
current density evidence,[http://purl.obolibrary.org/obo/ECO_0005564]
site-directed spin-labelling electron paramagnetic resonance evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006290]
molecule detection assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007736]
high throughput nucleotide sequencing assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007814]
match to InterPro member signature evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000260]
curator inference,[http://purl.obolibrary.org/obo/ECO_0000205]
site-directed mutagenesis phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005667]
cell aggregation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006320]
chromosome conformation-based evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007741]
microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0001098]
chain termination sequencing evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007232]
automatically integrated combinatorial evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000053]
in vitro desumoylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001195]
full support of intron positions by RNA-sequencing alignment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000348]
curator inference from Merriam-Webster Dictionary used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007841]
gain-of-function mutant phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0000042]
microtiter plate biofilm assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007542]
cross-streak test evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007289]
RNAi evidence,[http://purl.obolibrary.org/obo/ECO_0000019]
Kadouri drip-fed biofilm assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006029]
cryogenic electron microscopy-based structural model with missing residue coordinates used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006225]
3C-seq evidence,[http://purl.obolibrary.org/obo/ECO_0000239]
in vivo sumoylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001219]
bromodeoxyuridine incorporation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001155]
imaging assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001256]
silent mutation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007266]
expression pattern evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007298]
reconstitution assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007803]
combinatorial computational evidence,[http://purl.obolibrary.org/obo/ECO_0007677]
confocal microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005589]
insertion mutation phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007267]
alkaline phosphatase reporter gene assay evidence,[http://purl.obolibrary.org/obo/ECO_0001801]
differential hybridization evidence,[http://purl.obolibrary.org/obo/ECO_0000116]
3C-qPCR evidence,[http://purl.obolibrary.org/obo/ECO_0000237]
biological system reconstruction evidence based on orthology evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005544]
Cya fusion reporter assay evidence,[http://purl.obolibrary.org/obo/ECO_0006001]
in vitro cell based assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006065]
survival rate analysis evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005668]
single-unit extracellular recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007554]
"differential geneset expression evidence from RNA-seq experiment (GSEA, Fisher-exact)",[http://purl.obolibrary.org/obo/ECO_0000359]
translation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001561]
macroscopic current trace evidence,[http://purl.obolibrary.org/obo/ECO_0005563]
immunological assay evidence,[http://purl.obolibrary.org/obo/ECO_0000040]
ubiquitination assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007718]
spatial pattern of transcript expression evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000289]
in vivo deubiquitination assay evidence,[http://purl.obolibrary.org/obo/ECO_0001079]
protein-oligonucleotide microarray binding evidence,[http://purl.obolibrary.org/obo/ECO_0001601]
light scattering evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007617]
genetically encoded fluorescent ion concentration sensor assay evidence,[http://purl.obolibrary.org/obo/ECO_0006040]
Affymetrix GeneChip evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007299]
curator inference from dictionary used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007760]
